PARID,MUNICIPALITY,LOCATION,SALE DATE,RECORDED DATE
0001H00327070400,1st Ward  - PITTSBURGH,300 4TH AVE UNIT 704 PITTSBURGH PA 15222,11/17/2015,12/8/2015
0001H00327110300,1st Ward  - PITTSBURGH,300 4TH AVE UNIT 1103 PITTSBURGH PA 15222,6/18/2015,6/24/2015
0001H00327150300,1st Ward  - PITTSBURGH,300 4TH AVE UNIT 1503 PITTSBURGH PA 15222,1/28/2015,2/9/2015
0001H00327160300,1st Ward  - PITTSBURGH,300 4TH AVE UNIT 1603 PITTSBURGH PA 15222,2/6/2015,3/18/2015
0001H00327200200,1st Ward  - PITTSBURGH,300 4TH AVE UNIT 2002 PITTSBURGH PA 15222,5/18/2015,6/22/2015
0001J00022000000,19th Ward - PITTSBURGH,821 GRANDVIEW AVE PITTSBURGH PA 15211,7/23/2015,8/13/2015
0001J00024000000,19th Ward - PITTSBURGH,817 -819 GRANDVIEW AVE PITTSBURGH PA 15211,11/28/2015,12/21/2015
0001J00052000000,19th Ward - PITTSBURGH,636 GRANDVIEW AVE PITTSBURGH PA 15211,6/26/2015,8/5/2015
0001J00054000000,19th Ward - PITTSBURGH,718 GRANDVIEW AVE PITTSBURGH PA 15211,3/25/2015,4/14/2015
0001C01661000100,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD STE 1W1 PITTSBURGH PA 15222,10/3/2015,10/26/2015
0001C01662011700,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 11-G PITTSBURGH PA 15222,4/28/2015,6/23/2015
0001C01662012700,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 12-G PITTSBURGH PA 15222,8/26/2015,9/1/2015
0001C01662018200,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 18-B PITTSBURGH PA 15222,9/11/2015,9/16/2015
0001C01662020500,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 20-E PITTSBURGH PA 15222,3/19/2015,4/2/2015
0001C01662020700,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 20-G PITTSBURGH PA 15222,11/20/2015,11/24/2015
0001C01662021700,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 21-G PITTSBURGH PA 15222,2/6/2015,2/20/2015
0001C01662022500,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 22-E PITTSBURGH PA 15222,4/16/2015,6/2/2015
0001C01662023300,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 23-C PITTSBURGH PA 15222,5/15/2015,5/20/2015
0001C01662024200,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 24-H PITTSBURGH PA 15222,9/4/2015,9/16/2015
0001C01662024300,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 24-C PITTSBURGH PA 15222,9/4/2015,9/16/2015
0001C01662024600,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 24-F PITTSBURGH PA 15222,12/14/2015,1/19/2016
0001C01662041300,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 4-M PITTSBURGH PA 15222,1/8/2015,1/30/2015
0001C01662041400,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 4-N PITTSBURGH PA 15222,11/10/2015,11/12/2015
0001C01662061400,2nd Ward - PITTSBURGH,320 FORT DUQUESNE BLVD UNIT 6-N PITTSBURGH PA 15222,7/7/2015,7/20/2015
0003N00195000000,18th Ward - PITTSBURGH,629 MCLAIN ST PITTSBURGH PA 15210,10/30/2015,10/30/2015
0003N00197000000,18th Ward - PITTSBURGH,625 MCLAIN ST PITTSBURGH PA 15210,8/14/2015,1/12/2016
0003N00198000000,18th Ward - PITTSBURGH,0 MCLAIN ST PITTSBURGH PA 15210,2/6/2015,3/3/2015
0003N00201000000,18th Ward - PITTSBURGH,615 MCLAIN ST PITTSBURGH PA 15210,8/6/2015,9/10/2015
0003N00217000000,18th Ward - PITTSBURGH,7 SCIENCE ST PITTSBURGH PA 15210,9/9/2015,9/15/2015
0003N00225000000,18th Ward - PITTSBURGH,23 BELTZHOOVER AVE PITTSBURGH PA 15210,7/21/2015,7/21/2015
0003N00226000000,18th Ward - PITTSBURGH,21 BELTZHOOVER AVE PITTSBURGH PA 15210,6/23/2015,6/29/2015
0003N00237000000,18th Ward - PITTSBURGH,21 BAILEY PARK LN PITTSBURGH PA 15211,3/30/2015,3/31/2015
0003N00237000000,18th Ward - PITTSBURGH,21 BAILEY PARK LN PITTSBURGH PA 15211,6/29/2015,10/6/2015
0003P00198000000,18th Ward - PITTSBURGH,734 MCLAIN ST PITTSBURGH PA 15210,3/23/2015,3/25/2015
0003P00214000000,18th Ward - PITTSBURGH,4 ALLEN ST PITTSBURGH PA 15210,7/10/2015,7/13/2015
0003P00266000000,18th Ward - PITTSBURGH,19 EMERALD ST PITTSBURGH PA 15210,5/29/2015,6/3/2015
0003R00029000000,17th Ward - PITTSBURGH,27 WELSH WAY PITTSBURGH PA 15203,11/6/2015,11/23/2015
0003R00111000000,17th Ward - PITTSBURGH,0 HARTFORD ST PITTSBURGH PA 15203,4/9/2015,4/14/2015
0003R00112000000,17th Ward - PITTSBURGH,37 HARTFORD ST PITTSBURGH PA 15203,4/9/2015,4/14/2015
0003R00146000000,17th Ward - PITTSBURGH,511 BEHRING ST PITTSBURGH PA 15203,6/2/2015,6/3/2015
0003R00304000000,18th Ward - PITTSBURGH,10 RENWICK ST PITTSBURGH PA 15210,12/2/2015,12/9/2015
0003S00010000000,17th Ward - PITTSBURGH,5 MONASTERY ST PITTSBURGH PA 15203,8/20/2015,8/24/2015
0002E00053000000,2nd Ward - PITTSBURGH,434 5TH AVE PITTSBURGH PA 15219,7/8/2015,7/16/2015
0002E0005300HU00,2nd Ward - PITTSBURGH,400 5TH AVE PITTSBURGH PA 15219,11/20/2015,11/24/2015
0002E00152000000,1st Ward  - PITTSBURGH,428 FORBES AVE PITTSBURGH PA 15219,1/16/2015,1/27/2015
0002E00155000000,2nd Ward - PITTSBURGH,429 FORBES AVE PITTSBURGH PA 15219,7/27/2015,7/28/2015
0002E00176000000,2nd Ward - PITTSBURGH,430 5TH AVE PITTSBURGH PA 15219,7/8/2015,7/16/2015
0002F00166000000,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,5/29/2015,6/3/2015
0002F00175003200,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,10/6/2015,10/14/2015
0002F00175005300,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,3/17/2015,3/25/2015
0002F00175005700,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,10/1/2015,10/6/2015
0002F00175007800,3rd Ward - PITTSBURGH,112 WASHINGTON PL UNIT 7-H PITTSBURGH PA 15219,3/10/2015,3/17/2015
0002F00175010200,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,4/29/2015,2/12/2016
0002F00175010300,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,3/19/2015,3/25/2015
0002F00175010500,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,7/1/2015,7/13/2015
0002F00175011400,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,11/24/2015,12/2/2015
0002F00175011700,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,8/14/2015,8/14/2015
0002F00175012700,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,8/27/2015,9/1/2015
0002F00175015400,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,9/11/2015,9/28/2015
0002F00175015500,3rd Ward - PITTSBURGH,112 WASHINGTON PL PITTSBURGH PA 15219,3/14/2015,3/20/2015
0002F00175016500,3rd Ward - PITTSBURGH,112 WASHINGTON PL UNIT 16-E PITTSBURGH PA 15219,5/24/2015,6/5/2015
0002F00175016500,3rd Ward - PITTSBURGH,112 WASHINGTON PL UNIT 16-E PITTSBURGH PA 15219,5/24/2015,6/5/2015
0002G00013000000,1st Ward  - PITTSBURGH,1030 5TH AVE PITTSBURGH PA 15219,6/24/2015,7/1/2015
0002G00016000000,1st Ward  - PITTSBURGH,1034 5TH AVE PITTSBURGH PA 15219,8/10/2015,8/26/2015
0002G00017000000,1st Ward  - PITTSBURGH,1036 5TH AVE PITTSBURGH PA 15219,4/15/2015,4/30/2015
0002G00018000000,1st Ward  - PITTSBURGH,1040 5TH AVE PITTSBURGH PA 15219,4/1/2015,4/30/2015
0002G00045000000,1st Ward  - PITTSBURGH,1320 5TH AVE PITTSBURGH PA 15219,6/15/2015,6/17/2015
0002G00099000000,3rd Ward - PITTSBURGH,1320 CENTRE AVE PITTSBURGH PA 15219,8/12/2015,8/13/2015
0002H00029000000,1st Ward  - PITTSBURGH,1506 5TH AVE PITTSBURGH PA 15219,1/5/2015,4/21/2015
0002H00030000000,1st Ward  - PITTSBURGH,1508 5TH AVE PITTSBURGH PA 15219,11/24/2015,12/14/2015
0002H00031000000,1st Ward  - PITTSBURGH,1510 5TH AVE PITTSBURGH PA 15219,11/24/2015,12/14/2015
0002H00033000000,1st Ward  - PITTSBURGH,1516 5TH AVE PITTSBURGH PA 15219,6/9/2015,6/11/2015
0002H00251000000,3rd Ward - PITTSBURGH,8 REED ST PITTSBURGH PA 15219,11/19/2015,11/23/2015
0002H00264000000,3rd Ward - PITTSBURGH,27 VINE ST PITTSBURGH PA 15219,8/10/2015,8/20/2015
0002H00265000000,3rd Ward - PITTSBURGH,0 VINE ST PITTSBURGH PA 15219,8/10/2015,8/20/2015
0002H00298000000,3rd Ward - PITTSBURGH,50 REED ST PITTSBURGH PA 15219,12/30/2015,1/4/2016
0002J00113000000,1st Ward  - PITTSBURGH,424 3RD AVE PITTSBURGH PA 15219,12/23/2015,12/31/2015
0002J00146000000,1st Ward  - PITTSBURGH,0 3RD AVE PITTSBURGH PA 15219,8/10/2015,8/17/2015
0002J00148000000,1st Ward  - PITTSBURGH,0 3RD AVE PITTSBURGH PA 15219,8/10/2015,8/17/2015
0002J00150000000,1st Ward  - PITTSBURGH,0 3RD AVE PITTSBURGH PA 15219,8/10/2015,8/17/2015
0002J00177000000,1st Ward  - PITTSBURGH,430 BLVD OF THE ALLIES PITTSBURGH PA 15219,6/17/2015,6/19/2015
0002J00179000000,1st Ward  - PITTSBURGH,436 BLVD OF THE ALLIES PITTSBURGH PA 15219,6/11/2015,6/19/2015
0002J00196000000,1st Ward  - PITTSBURGH,433 1ST AVE PITTSBURGH PA 15219,6/11/2015,6/19/2015
0002M00231000000,1st Ward  - PITTSBURGH,1622 FORBES AVE PITTSBURGH PA 15219,12/24/2015,12/24/2015
0003A00080000000,17th Ward - PITTSBURGH,129 MCKEAN ST PITTSBURGH PA 15219,10/22/2015,10/27/2015
0003E00014000000,18th Ward - PITTSBURGH,322 ARLINGTON AVE PITTSBURGH PA 15203,3/10/2015,3/24/2015
0003E00014000000,18th Ward - PITTSBURGH,322 ARLINGTON AVE PITTSBURGH PA 15203,3/10/2015,3/24/2015
0003E00064000000,17th Ward - PITTSBURGH,423 E CARSON ST PITTSBURGH PA 15203,6/25/2015,6/26/2015
0003E00072000000,17th Ward - PITTSBURGH,405 E CARSON ST PITTSBURGH PA 15203,2/2/2015,4/17/2015
0003E00072000000,17th Ward - PITTSBURGH,405 E CARSON ST PITTSBURGH PA 15203,12/22/2015,1/22/2016
0003F00016000000,17th Ward - PITTSBURGH,729 E CARSON ST PITTSBURGH PA 15203,5/29/2015,6/2/2015
0003F00017000000,17th Ward - PITTSBURGH,52 S 8TH ST PITTSBURGH PA 15203,2/15/2015,7/30/2015
0003F00053000000,17th Ward - PITTSBURGH,529 E CARSON ST PITTSBURGH PA 15203,6/12/2015,6/17/2015
0003F00078000000,17th Ward - PITTSBURGH,425 CABOT WAY PITTSBURGH PA 15203,8/3/2015,10/15/2015
0003F00093000000,17th Ward - PITTSBURGH,513 CABOT WAY PITTSBURGH PA 15203,6/2/2015,6/8/2015
0003G00041000000,17th Ward - PITTSBURGH,805 E CARSON ST PITTSBURGH PA 15203,2/20/2015,3/23/2015
0003G00088000000,17th Ward - PITTSBURGH,906 BINGHAM ST PITTSBURGH PA 15203,6/17/2015,6/23/2015
0003G00089000000,17th Ward - PITTSBURGH,908 BINGHAM ST PITTSBURGH PA 15203,5/22/2015,6/10/2015
0003G00144000000,17th Ward - PITTSBURGH,1105 E CARSON ST PITTSBURGH PA 15203,3/26/2015,4/23/2015
0003G00150000000,17th Ward - PITTSBURGH,1110 BINGHAM ST PITTSBURGH PA 15203,9/11/2015,9/14/2015
0003H00010000000,17th Ward - PITTSBURGH,1118 E CARSON ST PITTSBURGH PA 15203,6/3/2015,7/2/2015
0003H00113000000,17th Ward - PITTSBURGH,29 S 14TH ST PITTSBURGH PA 15203,5/21/2015,6/2/2015
0003H00145000000,17th Ward - PITTSBURGH,1309 E CARSON ST PITTSBURGH PA 15203,11/4/2015,11/16/2015
0003H00159000000,17th Ward - PITTSBURGH,1221 E CARSON ST PITTSBURGH PA 15203,3/27/2015,3/30/2015
0003H00174000000,17th Ward - PITTSBURGH,1214 BINGHAM ST PITTSBURGH PA 15203,5/14/2015,5/15/2015
0003H00261000000,17th Ward - PITTSBURGH,43 -45 S 13TH ST PITTSBURGH PA 15203,11/30/2015,12/1/2015
0003H00296000000,17th Ward - PITTSBURGH,11 S 14TH ST PITTSBURGH PA 15203,10/27/2015,11/4/2015
0003H00344000000,17th Ward - PITTSBURGH,23 S 12TH ST PITTSBURGH PA 15203,8/10/2015,8/11/2015
0003H00366000A00,17th Ward - PITTSBURGH,30 S 13TH ST PITTSBURGH PA 15203,4/30/2015,5/5/2015
0003J00094000000,18th Ward - PITTSBURGH,415 BAILEY AVE PITTSBURGH PA 15211,8/28/2015,9/2/2015
0003J00126000000,18th Ward - PITTSBURGH,412 BAILEY AVE PITTSBURGH PA 15211,6/22/2015,6/22/2015
0003J00144000000,18th Ward - PITTSBURGH,444 BAILEY AVE PITTSBURGH PA 15211,6/18/2015,6/19/2015
0003K00035000000,18th Ward - PITTSBURGH,55 ROANOKE ST PITTSBURGH PA 15203,4/29/2015,5/28/2015
0003K00036000000,18th Ward - PITTSBURGH,0 ROANOKE ST PITTSBURGH PA 15203,4/29/2015,5/28/2015
0003K00040000000,18th Ward - PITTSBURGH,45 ROANOKE ST PITTSBURGH PA 15203,2/4/2015,2/4/2015
0003K00044000000,18th Ward - PITTSBURGH,626 ARLINGTON AVE PITTSBURGH PA 15203,4/29/2015,5/28/2015
0003K00046000000,18th Ward - PITTSBURGH,628 ARLINGTON AVE PITTSBURGH PA 15203,4/29/2015,5/28/2015
0003K00048000000,18th Ward - PITTSBURGH,0 ROANOKE ST PITTSBURGH PA 15203,4/29/2015,5/28/2015
0003K00049000000,18th Ward - PITTSBURGH,634 ARLINGTON AVE PITTSBURGH PA 15203,4/29/2015,5/28/2015
0003K00050000000,18th Ward - PITTSBURGH,638 ARLINGTON AVE PITTSBURGH PA 15203,4/28/2015,4/29/2015
0003K00050000000,18th Ward - PITTSBURGH,638 ARLINGTON AVE PITTSBURGH PA 15203,4/29/2015,5/14/2015
0003K00052000000,18th Ward - PITTSBURGH,640 ARLINGTON AVE PITTSBURGH PA 15203,4/29/2015,5/14/2015
0003K00054000000,18th Ward - PITTSBURGH,0 ARLINGTON AVE PITTSBURGH PA 15210,4/29/2015,5/14/2015
0003K00161000500,18th Ward - PITTSBURGH,26 WINDOM HILL PL PITTSBURGH PA 15203,12/29/2015,1/12/2016
0003L00009000000,17th Ward - PITTSBURGH,820 NEWTON ST PITTSBURGH PA 15203,9/21/2015,12/18/2015
0003L00037000000,17th Ward - PITTSBURGH,1016 FREYBURG ST PITTSBURGH PA 15203,7/1/2015,7/8/2015
0003L00040000000,17th Ward - PITTSBURGH,130 S 11TH ST PITTSBURGH PA 15203,7/31/2015,7/31/2015
0003L00068000000,17th Ward - PITTSBURGH,115 S 11TH ST PITTSBURGH PA 15203,6/11/2015,6/16/2015
0003L00142000000,17th Ward - PITTSBURGH,106 S 11TH ST PITTSBURGH PA 15203,8/13/2015,8/18/2015
0003L00168000000,17th Ward - PITTSBURGH,116 S 11TH ST PITTSBURGH PA 15203,11/30/2015,11/30/2015
0003L00172000000,17th Ward - PITTSBURGH,124 S 11TH ST PITTSBURGH PA 15203,4/14/2015,4/24/2015
0003L00173000000,17th Ward - PITTSBURGH,126 S 11TH ST PITTSBURGH PA 15203,10/26/2015,11/2/2015
0003L00183000000,17th Ward - PITTSBURGH,1012 BRADISH ST PITTSBURGH PA 15203,9/25/2015,10/2/2015
0003L00204000000,17th Ward - PITTSBURGH,919 PRETENSE WAY PITTSBURGH PA 15203,9/4/2015,9/9/2015
0003L00228000000,17th Ward - PITTSBURGH,0 PJ MCARDLE RDWY PITTSBURGH PA 15203,4/27/2015,7/13/2015
0003L00258000000,17th Ward - PITTSBURGH,97 S 9TH ST PITTSBURGH PA 15203,10/21/2015,10/30/2015
0003M00002000000,17th Ward - PITTSBURGH,104 S 16TH ST PITTSBURGH PA 15203,6/11/2015,6/16/2015
0003M00022000000,17th Ward - PITTSBURGH,107 S 15TH ST PITTSBURGH PA 15203,6/11/2015,6/16/2015
0003M00030000000,17th Ward - PITTSBURGH,81 S 15TH ST PITTSBURGH PA 15203,7/31/2015,9/2/2015
0003M00053000000,17th Ward - PITTSBURGH,150 S 16TH ST PITTSBURGH PA 15203,8/13/2015,8/17/2015
0003M00063000000,17th Ward - PITTSBURGH,143 S 15TH ST PITTSBURGH PA 15203,8/4/2015,8/5/2015
0003M00073000000,17th Ward - PITTSBURGH,0 S 16TH ST PITTSBURGH PA 15203,5/27/2015,6/1/2015
0003M00074000000,17th Ward - PITTSBURGH,153 S 15TH ST PITTSBURGH PA 15203,5/27/2015,6/1/2015
0003M00110000000,17th Ward - PITTSBURGH,65 S 14TH ST PITTSBURGH PA 15203,3/5/2015,4/3/2015
0003M00111000000,17th Ward - PITTSBURGH,1401 SARAH ST PITTSBURGH PA 15203,8/28/2015,10/27/2015
0003M00156000000,17th Ward - PITTSBURGH,1317 BREED ST PITTSBURGH PA 15203,3/27/2015,3/31/2015
0003M00196000000,17th Ward - PITTSBURGH,74 S 14TH ST PITTSBURGH PA 15203,9/22/2015,9/23/2015
0003M00196000000,17th Ward - PITTSBURGH,74 S 14TH ST PITTSBURGH PA 15203,12/30/2015,12/30/2015
0003M00212000000,17th Ward - PITTSBURGH,8 UXOR WAY PITTSBURGH PA 15203,9/28/2015,10/19/2015
0003M00213000000,17th Ward - PITTSBURGH,10 UXOR WAY PITTSBURGH PA 15203,9/29/2015,10/1/2015
0003M00243000000,17th Ward - PITTSBURGH,0 S 13TH ST PITTSBURGH PA 15203,1/15/2015,1/20/2015
0003M00263000000,17th Ward - PITTSBURGH,125 S 13TH ST PITTSBURGH PA 15203,5/1/2015,5/6/2015
0003M00263000A00,17th Ward - PITTSBURGH,42 UXOR WAY PITTSBURGH PA 15203,8/31/2015,10/7/2015
0003M00265000000,17th Ward - PITTSBURGH,129 S 13TH ST PITTSBURGH PA 15203,11/2/2015,11/3/2015
0003M00271000000,17th Ward - PITTSBURGH,1311 BREED ST PITTSBURGH PA 15203,6/17/2015,6/17/2015
0003M00294000000,17th Ward - PITTSBURGH,108 S 13TH ST PITTSBURGH PA 15203,8/31/2015,9/3/2015
0003M00302000000,17th Ward - PITTSBURGH,100 S 13TH ST PITTSBURGH PA 15203,10/26/2015,11/2/2015
0003M00346000000,17th Ward - PITTSBURGH,135 S 12TH ST PITTSBURGH PA 15203,2/28/2015,3/4/2015
0003M00372000000,17th Ward - PITTSBURGH,116 S 12TH ST PITTSBURGH PA 15203,9/11/2015,9/16/2015
0003M00386000000,17th Ward - PITTSBURGH,100 S 12TH ST PITTSBURGH PA 15203,9/29/2015,10/1/2015
0003N00033000000,18th Ward - PITTSBURGH,443 RUXTON ST PITTSBURGH PA 15211,8/17/2015,8/25/2015
0003N00043000000,18th Ward - PITTSBURGH,442 RUXTON ST PITTSBURGH PA 15211,10/27/2015,3/11/2016
0003N00046000000,18th Ward - PITTSBURGH,436 RUXTON ST PITTSBURGH PA 15211,6/29/2015,7/1/2015
0003N00048000000,18th Ward - PITTSBURGH,435 IBERIA ST PITTSBURGH PA 15211,3/23/2015,3/27/2015
0003N00060000000,18th Ward - PITTSBURGH,442 IBERIA ST PITTSBURGH PA 15211,3/17/2015,3/25/2015
0003N00063000000,18th Ward - PITTSBURGH,438 IBERIA ST PITTSBURGH PA 15211,1/6/2015,1/8/2015
0003N00067000000,18th Ward - PITTSBURGH,435 EUREKA ST PITTSBURGH PA 15211,4/23/2015,4/27/2015
0003N00073000000,18th Ward - PITTSBURGH,52 CRAIGHEAD ST PITTSBURGH PA 15211,2/4/2015,2/4/2015
0003N00073000500,18th Ward - PITTSBURGH,54 CRAIGHEAD ST PITTSBURGH PA 15211,2/4/2015,2/4/2015
0003N00096000000,18th Ward - PITTSBURGH,25 CRAIGHEAD ST PITTSBURGH PA 15211,3/16/2015,3/18/2015
0003N00101000000,18th Ward - PITTSBURGH,17 CRAIGHEAD ST PITTSBURGH PA 15211,3/2/2015,3/17/2015
0003N00102000000,18th Ward - PITTSBURGH,15 CRAIGHEAD ST PITTSBURGH PA 15211,1/7/2015,1/15/2015
0003N00103000000,18th Ward - PITTSBURGH,13 CRAIGHEAD ST PITTSBURGH PA 15211,1/7/2015,1/15/2015
0003N00110000000,18th Ward - PITTSBURGH,12 BELTZHOOVER AVE PITTSBURGH PA 15210,9/15/2015,10/2/2015
0003N00165000000,18th Ward - PITTSBURGH,633 EUREKA ST PITTSBURGH PA 15210,12/18/2015,12/22/2015
0003N00186000000,18th Ward - PITTSBURGH,707 MCLAIN ST PITTSBURGH PA 15210,8/14/2015,1/12/2016
0003N00189000000,18th Ward - PITTSBURGH,703 MCLAIN ST PITTSBURGH PA 15210,9/22/2015,9/22/2015
0003N00190000000,18th Ward - PITTSBURGH,639 MCLAIN ST PITTSBURGH PA 15210,2/4/2015,2/4/2015
0003N00194000000,18th Ward - PITTSBURGH,631 MCLAIN ST PITTSBURGH PA 15210,2/4/2015,2/4/2015
0004B00048000000,19th Ward - PITTSBURGH,320 W SYCAMORE ST PITTSBURGH PA 15211,7/6/2015,9/30/2015
0004B00055000000,19th Ward - PITTSBURGH,314 W SYCAMORE ST PITTSBURGH PA 15211,6/15/2015,6/18/2015
0004J00282000000,19th Ward - PITTSBURGH,110 WILBERT ST PITTSBURGH PA 15211,8/18/2015,8/26/2015
0004J00286000000,19th Ward - PITTSBURGH,120 WILBERT ST PITTSBURGH PA 15211,7/3/2015,7/8/2015
0004J00290000000,19th Ward - PITTSBURGH,457 NATCHEZ ST PITTSBURGH PA 15211,9/3/2015,9/9/2015
0004J00302000A00,19th Ward - PITTSBURGH,425 NATCHEZ ST PITTSBURGH PA 15211,3/17/2015,3/20/2015
0004J00303000000,19th Ward - PITTSBURGH,423 NATCHEZ ST PITTSBURGH PA 15211,3/17/2015,3/20/2015
0004K00009000000,19th Ward - PITTSBURGH,224 PROSPECT ST PITTSBURGH PA 15211,3/16/2015,3/17/2015
0004K00022000000,19th Ward - PITTSBURGH,302 PROSPECT ST PITTSBURGH PA 15211,12/17/2015,12/23/2015
0004K00023000000,19th Ward - PITTSBURGH,304 PROSPECT ST PITTSBURGH PA 15211,12/17/2015,12/23/2015
0004K00033000000,19th Ward - PITTSBURGH,66 DILWORTH ST PITTSBURGH PA 15211,10/30/2015,12/15/2015
0004K00041000000,19th Ward - PITTSBURGH,1 GRAY ST PITTSBURGH PA 15211,7/2/2015,7/6/2015
0004K00041000000,19th Ward - PITTSBURGH,1 GRAY ST PITTSBURGH PA 15211,10/28/2015,10/29/2015
0004K00062000A00,19th Ward - PITTSBURGH,34 NORTON ST PITTSBURGH PA 15211,8/11/2015,9/14/2015
0004K00076000000,19th Ward - PITTSBURGH,134 SOUTHERN AVE PITTSBURGH PA 15211,12/16/2015,12/21/2015
0004K00099000000,19th Ward - PITTSBURGH,7 NORTON ST PITTSBURGH PA 15211,8/19/2015,8/28/2015
0004K00147000000,19th Ward - PITTSBURGH,411 PROSPECT ST PITTSBURGH PA 15211,11/23/2015,12/1/2015
0004K00162000000,19th Ward - PITTSBURGH,255 PROSPECT ST PITTSBURGH PA 15211,7/27/2015,8/18/2015
0004K00163000000,19th Ward - PITTSBURGH,253 PROSPECT ST PITTSBURGH PA 15211,7/27/2015,8/18/2015
0004K00225000000,19th Ward - PITTSBURGH,23 COWAN ST PITTSBURGH PA 15211,7/16/2015,1/25/2016
0004K00248000000,19th Ward - PITTSBURGH,49 SOUTHERN AVE PITTSBURGH PA 15211,10/30/2015,10/30/2015
0004K00288000000,19th Ward - PITTSBURGH,70 GREENBUSH ST PITTSBURGH PA 15211,2/5/2015,3/11/2015
0004K00289000000,19th Ward - PITTSBURGH,72 GREENBUSH ST PITTSBURGH PA 15211,7/6/2015,3/2/2016
0004K00308000000,19th Ward - PITTSBURGH,329 SOUTHERN AVE PITTSBURGH PA 15211,4/29/2015,5/6/2015
0004L00002000000,19th Ward - PITTSBURGH,32 GREENBUSH ST PITTSBURGH PA 15211,11/4/2015,11/5/2015
0004L00063000000,19th Ward - PITTSBURGH,134 BOGGS AVE PITTSBURGH PA 15211,10/28/2015,12/4/2015
0004L00068000000,19th Ward - PITTSBURGH,79 GREENBUSH ST PITTSBURGH PA 15211,10/29/2015,11/4/2015
0004L00080000000,19th Ward - PITTSBURGH,29 BOGGS AVE PITTSBURGH PA 15211,7/13/2015,7/24/2015
0004L00088000000,19th Ward - PITTSBURGH,21 -27 BOGGS AVE PITTSBURGH PA 15211,9/4/2015,9/10/2015
0004L00179000000,19th Ward - PITTSBURGH,414 WILLIAM ST PITTSBURGH PA 15211,4/2/2015,4/7/2015
0004L00179000000,19th Ward - PITTSBURGH,414 WILLIAM ST PITTSBURGH PA 15211,5/27/2015,6/8/2015
0004L00208000000,18th Ward - PITTSBURGH,1 -9 BAILEY AVE PITTSBURGH PA 15211,8/25/2015,9/2/2015
0004L00297000000,18th Ward - PITTSBURGH,109 KENOVA ST PITTSBURGH PA 15211,8/25/2015,9/2/2015
0004M00024000000,18th Ward - PITTSBURGH,22 HABERMAN AVE PITTSBURGH PA 15211,11/19/2015,11/20/2015
0004M00070000000,18th Ward - PITTSBURGH,9 JUDICIAL ST PITTSBURGH PA 15211,7/8/2015,7/17/2015
0004M00097000000,18th Ward - PITTSBURGH,309 KAMBACH ST PITTSBURGH PA 15211,11/30/2015,12/4/2015
0004B00070000000,19th Ward - PITTSBURGH,311 W SYCAMORE ST PITTSBURGH PA 15211,12/11/2015,12/28/2015
0004B00107000000,19th Ward - PITTSBURGH,314 VIRGINIA AVE PITTSBURGH PA 15211,10/7/2015,10/21/2015
0004B00108000000,19th Ward - PITTSBURGH,0 VIRGINIA AVE PITTSBURGH PA 15211,10/7/2015,10/21/2015
0004B00120000000,19th Ward - PITTSBURGH,317 VIRGINIA AVE PITTSBURGH PA 15211,6/25/2015,6/29/2015
0004B00143000000,19th Ward - PITTSBURGH,210 VIRGINIA AVE PITTSBURGH PA 15211,7/16/2015,7/30/2015
0004B00194000000,19th Ward - PITTSBURGH,0 SYCAMORE ST PITTSBURGH PA 15211,8/14/2015,1/12/2016
0004C00013050100,19th Ward - PITTSBURGH,111 GRANDVIEW AVE UNIT 501 PITTSBURGH PA 15211,5/28/2015,6/5/2015
